name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Nederland,2023-03-14,11,3.1,7,11,-2,3.5,2.5,74.2,6.604,100,37.5,rain,0,0,63.7,34.8,281.5,997.4,89.6,25.3,93.6,8.2,6,10,2023-03-14T06:57:48,2023-03-14T18:42:30,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-03-15,8.2,1.3,4.8,6.3,-1.3,2.4,0,72.8,0.589,100,8.33,"rain,snow",0,0,36.4,17.8,221.8,1016.3,71.1,36.9,154,13.4,6,10,2023-03-15T06:55:29,2023-03-15T18:44:16,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-03-16,13.5,5.2,8.5,13.5,0.7,5.9,2.4,66.8,0.286,100,16.67,rain,0,0,49.1,33.8,166.3,1012,100,41,70.1,5.9,3,10,2023-03-16T06:53:09,2023-03-16T18:46:02,0.81,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-03-17,14.6,8,11.2,14.6,5.4,10.2,5.9,69.9,0.045,100,4.17,rain,0,0,32.8,24.2,171.8,1006.4,99.7,37.2,93.6,8,4,10,2023-03-17T06:50:49,2023-03-17T18:47:48,0.85,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-03-18,15.5,7.9,11.7,15.5,6.7,11.4,9,84.2,2.087,100,20.83,rain,0,0,40.5,26.1,178.7,1008.9,88.6,22.8,105.3,9.1,6,10,2023-03-18T06:48:29,2023-03-18T18:49:34,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-03-19,10.8,7.6,9,10.8,5.3,7.2,8.2,94.8,1.038,100,12.5,rain,0,0,40.1,19.8,229.7,1013.9,93.9,10.4,51.1,4.5,2,10,2023-03-19T06:46:08,2023-03-19T18:51:20,0.92,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-03-20,9.1,7,8.2,6.3,3.7,5,7,92.7,3.132,100,54.17,rain,0,0,38.7,27.8,216.1,1017.5,99.7,10.5,34.4,3,2,10,2023-03-20T06:43:48,2023-03-20T18:53:06,0.96,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-03-21,11.9,8.8,10,11.9,5.9,8.5,8.3,89.4,3.295,100,45.83,rain,0,0,45.7,28.1,206.5,1012,90,18.1,43.6,3.6,2,10,2023-03-21T06:41:27,2023-03-21T18:54:51,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-03-22,11.6,8.9,10.4,11.6,6,9.2,8.6,88.5,3.534,100,33.33,rain,0,0,54.9,37.9,200.4,1004.5,100,21.2,31.2,2.7,1,10,2023-03-22T06:39:06,2023-03-22T18:56:36,0.02,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-03-23,14.2,10.7,12.4,14.2,10.7,12.4,8.7,78.9,8.656,100,41.67,rain,0,0,67,41.7,219.2,1000.7,90.2,22.8,102.1,8.8,7,10,2023-03-23T06:36:45,2023-03-23T18:58:22,0.06,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-03-24,12.5,9.3,11.1,12.5,5.3,10.1,7.6,79.6,3.423,100,33.33,rain,0,0,61.6,44,228.7,999.2,66.5,23.3,94,8.1,6,10,2023-03-24T06:34:25,2023-03-24T19:00:07,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-03-25,11.8,7.1,9.3,11.8,3.7,6.2,6.2,81.6,5.074,100,29.17,rain,0,0,81.5,50.9,241,1001.8,91.3,17.7,72.7,6.4,4,10,2023-03-25T06:32:04,2023-03-25T19:01:51,0.12,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-03-26,8.8,4.7,7,7.3,1.4,4.3,3.7,81.1,0.975,100,12.5,rain,0,0,43.4,30.3,29.9,1005.8,96.5,19.5,90.5,7.7,6,10,2023-03-26T07:29:43,2023-03-26T20:03:36,0.15,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-03-27,6.7,2.1,4.4,2.4,-1,0.9,0.2,74.6,0.768,100,25,"rain,snow",0,0,56.1,31.4,320.4,1021,54.1,32.7,93,7.9,5,10,2023-03-27T07:27:22,2023-03-27T20:05:21,0.18,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-03-28,8.1,-0.3,4.4,4.9,-2.8,1.3,0.2,75.3,0.041,100,8.33,"rain,snow",0,0,41.4,27.7,190.5,1023.6,81.5,33.9,102.2,8.8,5,10,2023-03-28T07:25:02,2023-03-28T20:07:06,0.22,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-03-29,13.2,5.5,9.6,13.2,1.7,8.3,7,83.6,0.164,100,4.17,rain,0,0,34.9,23.4,182.8,1012.4,100,30.7,67.5,5.6,3,10,2023-03-29T07:22:41,2023-03-29T20:08:50,0.25,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-03-30,13.7,10.6,12.5,13.7,10.6,12.5,9,79,0.015,100,4.17,rain,0,0,68.8,44.4,230.2,1004.5,75.2,20.8,125.7,10.9,6,10,2023-03-30T07:20:21,2023-03-30T20:10:35,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-03-31,11.8,10,10.6,11.8,7.5,10.4,9.3,92,9.645,100,79.17,rain,0,0,50.6,33.4,187.7,993.8,99.1,13.8,40.9,3.5,2,10,2023-03-31T07:18:01,2023-03-31T20:12:19,0.31,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-01,11.5,7.3,9.5,11.5,3.2,7.4,8.8,95.2,6.906,100,54.17,rain,0,0,43.2,27.8,342.6,997.4,100,15.4,39,3.3,2,10,2023-04-01T07:15:41,2023-04-01T20:14:04,0.35,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-02,9.7,2.7,6.2,6.5,-2.6,2.2,1.9,74.4,0.09,100,4.17,rain,0,0,49.2,31.5,42.2,1021.5,53.4,36.7,159.4,13.7,7,10,2023-04-02T07:13:22,2023-04-02T20:15:48,0.38,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-03,9.8,1.3,5.7,6.9,-2.5,2.4,-1.9,60.5,0,0,0,,0,0,39.6,28.1,72.7,1031.5,11.9,40.2,186.6,15.9,7,10,2023-04-03T07:11:02,2023-04-03T20:17:33,0.41,Clear,Clear conditions throughout the day.,clear-day,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-04,9.1,-0.1,5.1,7.8,-2.7,3.3,-1.9,63.1,0,0,0,,0,0,30.4,14,59,1029,66.9,36.4,216.5,18.8,8,10,2023-04-04T07:08:44,2023-04-04T20:19:17,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-05,10.9,1,5.8,10.9,-1.3,4.9,-0.6,66,0,0,0,,0,0,28.1,13.3,129.9,1022.7,50.3,29.6,203.3,17.6,7,10,2023-04-05T07:06:25,2023-04-05T20:21:01,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-06,8.9,2.6,6.8,6.8,0.5,3.9,3.8,82.1,3.924,100,37.5,rain,0,0,42.8,28.1,163.1,1014.9,99.3,16.4,45.4,3.8,2,10,2023-04-06T07:04:07,2023-04-06T20:22:45,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-07,9.3,7.9,8.5,7.4,5,6.2,7.1,90.9,0.756,100,8.33,rain,0,0,31.5,19.9,302.7,1017.4,100,18.1,38.3,3.3,2,10,2023-04-07T07:01:49,2023-04-07T20:24:30,0.54,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-08,12.6,3.2,8.3,12.6,3.2,7.7,5.1,82.2,0,0,0,,0,0,24.9,16.9,37.2,1025,36.7,15.7,201.8,17.4,6,10,2023-04-08T06:59:31,2023-04-08T20:26:14,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-09,14.3,8.2,10.4,14.3,5.9,9.5,6.4,77.8,0,0,0,,0,0,27,16.6,116.2,1024.3,92.4,16.4,164.5,14.3,7,10,2023-04-09T06:57:15,2023-04-09T20:27:58,0.62,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-10,14,8.2,10.7,14,5.8,9.8,6.3,74.9,5.404,100,20.83,rain,0,0,49,34.6,172.5,1014.2,99.6,30.2,58.4,4.9,3,10,2023-04-10T06:54:58,2023-04-10T20:29:43,0.65,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-11,12.1,7.6,9.8,12.1,3.2,7.9,4.1,68.5,4.714,100,12.5,rain,0,0,75.6,41.2,248.3,1010,52.6,25.8,193,16.5,8,10,2023-04-11T06:52:42,2023-04-11T20:31:27,0.69,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,remote,06269099999,06257099999"
Nederland,2023-04-12,11.4,8,9.5,11.4,3.9,7.5,5,75.2,4.914,100,37.5,rain,0,0,54.7,37.8,199.7,998.1,86.4,25.6,148.8,12.9,7,10,2023-04-12T06:50:27,2023-04-12T20:33:11,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-13,11.5,5.8,8.5,11.5,1.4,5.8,4.2,75.6,3.222,100,41.67,rain,0,0,64.4,47,228,999.3,73.1,27.4,127,11,9,10,2023-04-13T06:48:12,2023-04-13T20:34:55,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-14,14.1,3.9,9,14.1,0.5,7.6,3.6,71,0.252,100,12.5,rain,0,0,34.2,21.2,143.3,1008.1,42.7,30.9,192,16.6,9,10,2023-04-14T06:45:58,2023-04-14T20:36:39,0.79,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-15,12.6,6.3,9.2,12.6,3.3,7.3,4.8,74.3,0.008,100,4.17,rain,0,0,49.1,28.1,25.4,1014.6,61,34.9,169.2,14.5,9,10,2023-04-15T06:43:45,2023-04-15T20:38:24,0.83,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-16,10.2,7.6,8.6,10.2,4.4,6.2,7.3,91.8,0.348,100,16.67,rain,0,0,34.3,21.4,346.3,1024.6,100,12.4,48.8,4,3,10,2023-04-16T06:41:32,2023-04-16T20:40:08,0.87,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-17,14,7.2,9.7,14,4.7,8.2,7.4,86.8,0.03,100,4.17,rain,0,0,36,20.9,26.7,1027.5,63.4,11.3,155.7,13.3,7,10,2023-04-17T06:39:20,2023-04-17T20:41:52,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-18,13.8,6.5,9.7,13.8,2.5,7.9,4.7,71.1,0,0,0,rain,0,0,46.4,31.3,60.2,1027.6,54.6,29.8,129.7,11.3,5,10,2023-04-18T06:37:09,2023-04-18T20:43:36,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-19,14.1,8.2,10.6,14.1,5,8.9,2.9,61.1,0,0,0,,0,0,52.4,36.1,57,1026.8,29.2,35.1,260.8,22.6,8,10,2023-04-19T06:34:59,2023-04-19T20:45:20,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-20,11.7,6.4,8.7,11.7,2.4,6.2,2.8,66.9,0.735,100,8.33,rain,0,0,50.4,31.9,51.6,1020.4,71.6,36.8,116,9.9,9,10,2023-04-20T06:32:49,2023-04-20T20:47:04,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-21,15.4,8,10.9,15.4,5.7,9.9,8.3,84.5,5.032,100,37.5,rain,0,0,34.9,20.8,80,1013.1,97.1,16.9,130.9,11.4,7,10,2023-04-21T06:30:41,2023-04-21T20:48:48,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-22,13.8,5.5,9.1,13.8,3.9,8.2,7.5,90.3,3.58,100,33.33,rain,0,0,27.9,13.7,179.2,1007.1,83.2,12.5,112.6,9.7,7,10,2023-04-22T06:28:33,2023-04-22T20:50:32,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-23,16.1,6.8,11.1,16.1,5.6,10.4,8.9,87.1,5.995,100,33.33,rain,0,0,35.6,24.5,163.3,1003.5,97.1,16.4,110.3,9.5,6,10,2023-04-23T06:26:26,2023-04-23T20:52:16,0.1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-24,10.4,6.9,8.9,10.4,3.2,6,6.6,85.6,20.245,100,54.17,rain,0,0,54,37.9,285.7,1003.9,97.5,20.1,109.8,9.4,7,10,2023-04-24T06:24:21,2023-04-24T20:54:00,0.14,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-25,9.4,4.8,6.7,5.9,0.7,4,2,72.6,0.506,100,20.83,rain,0,0,48.4,33.1,321.7,1014.9,75.8,29.4,180.8,15.5,9,10,2023-04-25T06:22:16,2023-04-25T20:55:43,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-26,9.8,2.2,6.2,8.2,1.4,4.8,1.1,70.7,0.079,100,4.17,rain,0,0,30.4,16.9,319.5,1019.6,81.8,38.2,111.8,9.6,4,10,2023-04-26T06:20:13,2023-04-26T20:57:26,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-27,12.6,0.5,7.5,12.6,-1.6,6.8,1.2,67.2,0,0,0,,0,0,26.7,14.8,110.9,1019.9,70.1,33.2,236,20.4,9,10,2023-04-27T06:18:10,2023-04-27T20:59:10,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-28,12.5,7.9,10.1,12.5,5.6,8.7,7,82.3,0.225,100,25,rain,0,0,39.2,27.4,204.1,1011.4,100,20.8,45,4.1,2,10,2023-04-28T06:16:09,2023-04-28T21:00:53,0.26,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-29,14.8,8.3,11.2,14.8,6.3,10.2,6.3,73.3,0.075,100,4.17,rain,0,0,35.1,20.9,350.6,1019.4,55,23.6,257.1,22.2,8,10,2023-04-29T06:14:09,2023-04-29T21:02:35,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-04-30,17.1,5.2,11.2,17.1,3.8,10.9,6.9,77,0,0,0,,0,0,23.1,14.3,82.2,1022.7,75.4,27.2,268.7,23.3,8,10,2023-04-30T06:12:10,2023-04-30T21:04:18,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-05-01,15.1,8,11.4,15.1,6.7,11,7.7,78.4,0,0,0,rain,0,0,31.1,20.6,321.4,1016.7,90,30.1,160.3,13.7,8,10,2023-05-01T06:10:13,2023-05-01T21:06:00,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-05-02,11.8,6.2,9.5,11.8,4.1,8,3.7,68.8,0.015,100,4.17,rain,0,0,35.6,23.4,353.4,1025.6,76.6,32.4,182,15.7,9,10,2023-05-02T06:08:17,2023-05-02T21:07:42,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-05-03,13.3,3.2,8.9,13.3,1.6,8.2,3.2,68.9,0,0,0,,0,0,34.3,21.3,56.7,1028.4,84.5,35.9,231,19.9,8,10,2023-05-03T06:06:22,2023-05-03T21:09:24,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-05-04,21.2,6.6,13.6,21.2,3.9,12.4,6.2,63.3,0,0,0,,0,0,35.6,23.5,73.7,1019.5,99.6,33.3,247.5,21.6,8,10,2023-05-04T06:04:29,2023-05-04T21:11:05,0.46,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-05-05,17,12.1,14.5,17,12.1,14.5,11,80,0.899,100,20.83,rain,0,0,27.5,18.3,213.5,1015.6,78.5,30.5,128,11.1,5,10,2023-05-05T06:02:37,2023-05-05T21:12:46,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-05-06,19.6,9.8,14.7,19.6,8.8,14.7,11.6,82.9,2.502,100,20.83,rain,0,0,25.1,14.1,150.8,1016.2,84.3,15.5,238.6,20.5,9,10,2023-05-06T06:00:47,2023-05-06T21:14:26,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-05-07,18.9,13.6,15.7,18.9,13.6,15.7,13.8,88.9,1.653,100,25,rain,0,0,25.5,14.7,104.6,1017.3,99.3,18.4,125.7,10.9,8,10,2023-05-07T05:58:58,2023-05-07T21:16:06,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-05-08,17.9,10.6,14.1,17.9,10.6,14.1,12.6,91.2,0,0,0,rain,0,0,25.6,17.8,250.1,1020.5,86.8,6,158.3,13.6,7,10,2023-05-08T05:57:11,2023-05-08T21:17:45,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-05-09,14.8,12.4,13.8,14.8,12.4,13.8,12.8,94.3,13.561,100,45.83,rain,0,0,32,21,186.4,1012.2,99.9,11.4,36,3,1,10,2023-05-09T05:55:26,2023-05-09T21:19:24,0.63,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-05-10,14.2,10.7,12.6,14.2,10.7,12.6,11.3,92.1,1.896,100,4.17,rain,0,0,26.8,14.8,276.3,1010.8,99.6,16,121.9,10.6,5,10,2023-05-10T05:53:42,2023-05-10T21:21:02,0.67,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-05-11,15.7,10.9,13.3,15.7,10.9,13.3,11.5,89.7,1.864,100,29.17,rain,0,0,25,17,14.9,1015.3,98.8,19.7,163.7,14.2,7,10,2023-05-11T05:52:00,2023-05-11T21:22:40,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-05-12,20.6,11.1,15.4,20.6,11.1,15.4,11.9,81,2.324,100,16.67,rain,0,0,36,23.2,31.9,1018.5,94.5,21.5,186.8,16,7,10,2023-05-12T05:50:20,2023-05-12T21:24:16,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-05-13,20,11.6,16,20,11.6,16,10.3,69.8,0,0,0,,0,0,36.4,24.2,21.7,1021.8,14.3,30,287.1,24.8,8,10,2023-05-13T05:48:42,2023-05-13T21:25:52,0.78,Clear,Clear conditions throughout the day.,clear-day,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-05-14,18.5,9.1,13.4,18.5,8.3,13.4,10.4,82.9,0,0,0,,0,0,32.4,23.1,346.3,1018.9,88,21.3,245.3,21,8,10,2023-05-14T05:47:06,2023-05-14T21:27:27,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-05-15,13.9,7.9,10.5,13.9,6.3,10.1,9.1,90.9,0.203,100,8.33,rain,0,0,46.3,28.5,317.6,1016,95.5,12.8,84.7,7.4,6,10,2023-05-15T05:45:32,2023-05-15T21:29:02,0.85,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-05-16,14,6.4,10.3,14,4.4,9.5,5.8,74.4,0.01,100,4.17,rain,0,0,42.8,27.4,315.3,1021.9,48.9,27.7,202.3,17.4,8,10,2023-05-16T05:44:00,2023-05-16T21:30:35,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-05-17,14.3,7.3,10.7,14.3,5.4,9.9,5.1,69.7,0,0,0,,0,0,35.6,20.9,352.7,1027.5,55.1,26.9,244.3,21,9,10,2023-05-17T05:42:30,2023-05-17T21:32:07,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-05-18,14,5.6,9.8,14,4.7,9.3,4,68.5,0,0,0,,0,0,33.8,17.4,53.2,1028.8,92.2,33.6,210.3,18.2,8,10,2023-05-18T05:41:02,2023-05-18T21:33:38,0.96,Overcast,Cloudy skies throughout the day.,cloudy,"06260099999,D3248,E5029,06348099999,06249099999,06240099999,C0449,remote,06269099999,06257099999"
Nederland,2023-05-19,18.1,6.7,13.1,18.1,5,12.7,6.9,68.8,0,0,0,,0,0,36,21.7,39.3,1026.6,70.2,30.2,275.3,23.8,8,10,2023-05-19T05:39:36,2023-05-19T21:35:08,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-05-20,19.1,11,15.1,19.1,11,15.1,8.9,67.7,0,0,0,rain,0,0,48,30.9,42.3,1023.5,44.6,33.4,195.8,16.9,8,10,2023-05-20T05:38:13,2023-05-20T21:36:37,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-05-21,19.7,12.9,16.1,19.7,12.9,16.1,11.9,76.7,0,0,0,,0,0,40.1,24.5,20,1018.5,79.8,32.4,218.6,18.9,8,10,2023-05-21T05:36:51,2023-05-21T21:38:04,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-05-22,21.9,12.2,16.6,21.9,12.2,16.6,13.5,83.5,0,0,0,,0,0,35.6,27,331.8,1016,35.6,18.6,285.2,24.8,9,10,2023-05-22T05:35:33,2023-05-22T21:39:30,0.09,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"06260099999,D3248,06249099999,06240099999,C0449,06269099999,06257099999"
Nederland,2023-05-23,14.8,8.9,12.7,14.8,7.3,12.7,7.9,73.5,0,0,0,,0,0,44.1,29.8,344.6,1022.9,84.6,21.5,245.1,21,10,10,2023-05-23T05:34:16,2023-05-23T21:40:55,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06260099999,D3248,E5029,06249099999,06240099999,C0449,06269099999,06257099999"
